product_id,category,subcategory,material,color,size,season,style,price_usd,discount_percent,rating,review_count,stock_quantity,units_sold,return_rate
WC041299,Blouses,Button-Up Blouse,Polyester,Yellow,L,Winter,Minimalist,48.43,40,3.6,13,5,334,0.1
WC041300,Jackets,Blazer,Denim,White,M,Spring,Casual,68.32,0,2.9,27,0,311,0.15
WC041301,Sweaters,Knit Sweater,Polyester Blend,Brown,M,Winter,Bohemian,78.7,15,4.0,4,12,54,0.08
WC041302,Activewear,Leggings,Nylon,Blue,M,Summer,Sporty,45.76,0,3.8,6,128,67,0.07
WC041303,Jackets,Bomber Jacket,Denim,White,S,Autumn,Casual,90.73,0,4.5,29,3,351,0.12
WC041304,Skirts,Mini Skirt,Viscose,Gray,M,Winter,Minimalist,65.68,0,3.8,1,32,17,0.07
WC041305,Coats,Trench Coat,Wool,Brown,XXL,Autumn,Formal,247.94,0,3.8,51,73,761,0.08
WC041306,Coats,Puffer Coat,Wool,White,XS,Winter,Bohemian,204.72,5,0.0,0,23,7,0.09
WC041307,Activewear,Sports Bra,Polyester,Navy,S,Summer,Sporty,25.53,0,0.0,0,0,14,0.13
WC041308,Tops,Crop Top,Cotton Blend,Navy,XXL,Summer,Formal,38.73,40,4.4,21,0,379,0.1
WC041309,Jeans,Bootcut Jeans,Denim,Red,M,Spring,Minimalist,65.49,15,3.8,10,0,138,0.15
WC041310,Blouses,Peplum Blouse,Cotton,Brown,XL,Summer,Business Casual,43.87,0,0.0,0,56,14,0.08
WC041311,Tops,Bodysuit,Cotton,White,M,Spring,Casual,32.01,20,0.0,0,42,9,0.11
WC041312,Dresses,Bodycon Dress,Viscose,Black,M,Summer,Business Casual,38.89,25,0.0,0,30,7,0.11
WC041313,T-Shirts,V-Neck T-Shirt,Cotton,Brown,XS,All Season,Casual,27.62,0,4.4,2,17,31,0.1
WC041314,T-Shirts,Basic T-Shirt,Viscose,Gray,XL,Summer,Casual,13.52,10,4.5,34,15,348,0.12
WC041315,Jackets,Denim Jacket,Leather,White,S,Spring,Casual,101.9,10,3.9,2,3,53,0.06
WC041316,Jackets,Denim Jacket,Denim,Blue,S,Spring,Streetwear,95.43,25,3.2,1,33,93,0.14
WC041317,Sets,Matching Suit,Viscose,White,XXL,Autumn,Minimalist,78.9,10,4.2,21,27,1339,0.08
WC041318,Skirts,Maxi Skirt,Cotton,Gray,XXL,Summer,Bohemian,59.77,0,3.3,15,66,177,0.14
WC041319,Skirts,Midi Skirt,Cotton,Gray,S,Autumn,Streetwear,36.74,15,0.0,0,25,33,0.06
WC041320,Blouses,Button-Up Blouse,Cotton,Gray,M,Summer,Formal,27.38,0,0.0,0,22,22,0.11
WC041321,Activewear,Sports Bra,Polyester,Navy,M,Winter,Sporty,36.74,0,3.8,3,56,152,0.11
WC041322,Activewear,Track Pants,Nylon,Gray,XS,Summer,Sporty,63.46,25,4.0,7,76,510,0.06
WC041323,T-Shirts,V-Neck T-Shirt,Viscose,Navy,M,Summer,Casual,24.27,20,0.0,0,12,49,0.06
WC041324,Jackets,Leather Jacket,Denim,White,L,Spring,Casual,147.64,15,0.0,0,47,23,0.07
WC041325,Loungewear,Sleep Shirt,Cotton,Purple,M,Summer,Casual,20.87,15,3.5,11,23,121,0.06
WC041326,Jackets,Leather Jacket,Denim,White,S,Spring,Casual,82.18,0,4.1,5,1,118,0.11
WC041327,Tops,Bodysuit,Cotton Blend,Pink,L,Spring,Casual,21.93,0,4.1,24,66,555,0.1
WC041328,Blouses,Wrap Blouse,Cotton,Navy,S,Winter,Minimalist,53.38,5,3.9,15,11,189,0.06
WC041329,T-Shirts,V-Neck T-Shirt,Cotton,Beige,XXL,Summer,Casual,14.39,0,3.4,43,52,485,0.16
WC041330,Cardigans,Cropped Cardigan,Polyester,Navy,S,Winter,Formal,43.4,5,4.7,18,126,244,0.1
WC041331,Sweaters,Knit Sweater,Wool,White,M,Winter,Business Casual,67.9,0,5.0,2,71,22,0.12
WC041332,Tops,Bodysuit,Cotton,Gray,M,Winter,Casual,32.89,0,0.0,0,21,5,0.1
WC041333,Tops,Tank Top,Cotton,Blue,L,Autumn,Formal,42.14,20,0.0,0,27,14,0.09
WC041334,Skirts,Maxi Skirt,Cotton Blend,Purple,L,Winter,Formal,32.92,0,0.0,0,60,21,0.11
WC041335,Sweaters,Knit Sweater,Cotton,White,L,Autumn,Bohemian,37.48,0,4.7,4,162,142,0.1
WC041336,Sets,Lounge Set,Linen,Gray,M,Summer,Bohemian,52.56,5,4.9,1,60,23,0.12
WC041337,Dresses,Bodycon Dress,Polyester Blend,Gray,M,Spring,Casual,39.6,0,0.0,0,4,29,0.13
WC041338,Skirts,Pleated Skirt,Cotton,Navy,XS,Autumn,Business Casual,33.37,20,0.0,0,4,40,0.1
WC041339,Sweaters,Turtleneck,Polyester Blend,Pink,S,Autumn,Elegant,104.0,0,4.0,21,46,303,0.11
WC041340,Dresses,Mini Dress,Cotton,Blue,M,Autumn,Bohemian,36.39,0,3.9,16,99,224,0.14
WC041341,Activewear,Track Pants,Nylon,White,XL,Spring,Sporty,26.94,0,0.0,0,39,8,0.09
WC041342,Jumpsuits,Utility Jumpsuit,Cotton,Black,XL,Summer,Business Casual,82.82,0,4.1,4,102,60,0.11
WC041343,Blouses,Peplum Blouse,Cotton,Black,XXL,All Season,Business Casual,53.09,40,0.0,0,16,72,0.12
WC041344,Activewear,Sports Bra,Polyester,Navy,S,Winter,Sporty,31.39,0,5.0,2,29,53,0.07
WC041345,Jeans,Skinny Jeans,Denim,Black,M,Spring,Minimalist,41.47,0,0.0,0,48,10,0.17
WC041346,Dresses,Maxi Dress,Cotton,Green,M,Winter,Minimalist,56.98,0,0.0,0,20,22,0.12
WC041347,Jackets,Denim Jacket,Denim,White,S,All Season,Streetwear,61.69,0,3.9,123,0,1422,0.13
WC041348,Jeans,Bootcut Jeans,Denim,White,M,Summer,Bohemian,65.86,0,4.0,1,2,18,0.11
WC041349,Dresses,Wrap Dress,Cotton Blend,Black,XL,Summer,Bohemian,85.16,20,4.7,21,139,320,0.17
WC041350,Dresses,Maxi Dress,Polyester,Gray,M,All Season,Business Casual,92.16,0,5.0,19,68,374,0.16
WC041351,Trousers,Tailored Trousers,Viscose,Beige,L,Spring,Formal,48.95,0,3.9,1,9,34,0.11
WC041352,Dresses,Maxi Dress,Cotton,Blue,M,Summer,Business Casual,85.37,0,3.9,6,89,128,0.11
WC041353,Dresses,Wrap Dress,Polyester Blend,Blue,XS,Autumn,Elegant,64.28,0,4.5,4,3,71,0.14
WC041354,Skirts,Mini Skirt,Polyester,Blue,XL,Winter,Casual,68.03,40,4.1,89,24,929,0.06
WC041355,Blouses,Button-Up Blouse,Cotton Blend,Blue,L,Autumn,Minimalist,39.07,0,4.5,17,36,232,0.07
WC041356,Jackets,Leather Jacket,Leather,Beige,S,Autumn,Business Casual,81.47,15,5.0,4,73,100,0.11
WC041357,Jeans,Skinny Jeans,Cotton Blend,Yellow,XS,Winter,Business Casual,88.43,20,0.0,0,45,30,0.15
WC041358,Dresses,Maxi Dress,Polyester Blend,White,M,Autumn,Elegant,75.12,30,5.0,74,60,800,0.15
WC041359,Dresses,Wrap Dress,Cotton,Yellow,XL,Summer,Business Casual,58.45,10,0.0,0,17,4,0.16
WC041360,Jeans,Skinny Jeans,Denim,Gray,L,Autumn,Streetwear,70.16,5,3.6,4,0,51,0.11
WC041361,Loungewear,Sleep Shirt,Cotton,Yellow,XXL,Winter,Casual,67.01,30,0.0,0,77,22,0.1
WC041362,Coats,Trench Coat,Cotton,Beige,L,Winter,Streetwear,94.66,0,0.0,0,48,9,0.1
WC041363,Blouses,Peplum Blouse,Polyester Blend,Gray,S,Winter,Formal,29.54,0,4.6,1,11,28,0.06
WC041364,Dresses,Midi Dress,Polyester,Navy,XS,Autumn,Bohemian,106.65,30,4.8,1,2,13,0.14
WC041365,Jackets,Blazer,Denim,Gray,M,Autumn,Casual,120.69,0,3.6,3,42,60,0.07
WC041366,Jumpsuits,Evening Jumpsuit,Cotton Blend,Green,XXL,All Season,Streetwear,84.47,0,3.3,1,92,42,0.15
WC041367,Jeans,Straight Jeans,Denim,Gray,XS,Winter,Casual,87.66,15,2.4,4,0,47,0.19
WC041368,Dresses,Mini Dress,Polyester Blend,Beige,M,Summer,Business Casual,85.83,0,0.0,0,83,4,0.15
WC041369,Loungewear,Sweatpants,Polyester,Black,L,Autumn,Casual,27.58,0,3.7,1,21,83,0.12
WC041370,Sets,Matching Suit,Linen,Navy,XL,Summer,Formal,148.33,0,3.9,29,29,294,0.09
WC041371,Activewear,Sports Bra,Polyester,Gray,L,All Season,Sporty,63.41,0,4.5,1,55,46,0.06
WC041372,Activewear,Sports Bra,Nylon,White,XXL,Spring,Sporty,37.43,20,0.0,0,54,25,0.06
WC041373,Tops,Long Sleeve Top,Cotton,Gray,M,All Season,Streetwear,41.79,15,0.0,0,26,13,0.12
WC041374,Cardigans,Cropped Cardigan,Polyester,Brown,L,Winter,Formal,91.13,40,3.5,7,33,110,0.08
WC041375,Activewear,Athletic Top,Polyester,Green,M,All Season,Sporty,66.46,0,3.5,127,29,2381,0.12
WC041376,Cardigans,Button-up Cardigan,Polyester,White,XS,Spring,Elegant,96.1,0,0.0,0,26,10,0.07
WC041377,T-Shirts,Basic T-Shirt,Cotton,Gray,S,Spring,Casual,33.87,0,4.0,18,5,216,0.11
WC041378,T-Shirts,V-Neck T-Shirt,Cotton Blend,Pink,XS,Spring,Casual,20.92,15,4.1,4,39,177,0.1
WC041379,Sweaters,Turtleneck,Polyester Blend,Brown,S,Winter,Bohemian,76.92,0,2.7,38,17,769,0.12
WC041380,Jumpsuits,Romper,Polyester Blend,White,S,All Season,Formal,60.48,0,4.4,1,43,58,0.11
WC041381,Jeans,Straight Jeans,Denim,Navy,M,Spring,Formal,51.14,20,4.5,1,43,15,0.16
WC041382,Skirts,Midi Skirt,Polyester,Blue,L,Summer,Business Casual,46.24,0,3.9,2,57,137,0.06
WC041383,Trousers,Wide-Leg Trousers,Cotton Blend,Gray,L,Autumn,Formal,53.21,20,0.0,0,2,4,0.11
WC041384,Cardigans,Long Cardigan,Cotton Blend,Black,M,Winter,Minimalist,53.61,0,0.0,0,12,6,0.09
WC041385,Dresses,Mini Dress,Cotton Blend,Black,M,Autumn,Bohemian,108.23,0,4.4,38,117,640,0.16
WC041386,Jeans,Bootcut Jeans,Denim,Purple,L,Winter,Formal,82.35,30,4.3,5,29,417,0.14
WC041387,Blouses,Button-Up Blouse,Cotton Blend,Gray,M,Summer,Minimalist,56.27,0,4.3,1,7,30,0.07
WC041388,Coats,Puffer Coat,Wool,Red,M,Winter,Minimalist,225.86,0,3.9,2,42,40,0.11
WC041389,T-Shirts,Graphic T-Shirt,Viscose,Black,L,All Season,Casual,15.6,0,0.0,0,32,24,0.1
WC041390,Blouses,Wrap Blouse,Polyester,White,M,Spring,Business Casual,50.01,0,4.1,3,94,125,0.07
WC041391,Jeans,Skinny Jeans,Denim,Black,XL,Autumn,Minimalist,46.06,30,0.0,0,16,2,0.13
WC041392,Trousers,Straight Trousers,Polyester Blend,Blue,XXL,All Season,Formal,91.81,0,0.0,0,4,11,0.07
WC041393,Dresses,Bodycon Dress,Polyester,White,M,Autumn,Casual,30.16,0,3.7,188,51,2159,0.11
WC041394,Cardigans,Cropped Cardigan,Viscose,Gray,M,All Season,Business Casual,68.39,0,0.0,0,39,16,0.07
WC041395,Dresses,Bodycon Dress,Cotton,Blue,XS,All Season,Streetwear,120.0,0,3.7,1,66,55,0.11
WC041396,Tops,Tank Top,Viscose,White,M,Winter,Streetwear,27.79,0,4.1,1,9,20,0.07
WC041397,Sets,Matching Suit,Cotton Blend,Blue,S,Winter,Formal,116.58,10,0.0,0,48,25,0.08
WC041398,Jackets,Bomber Jacket,Leather,Brown,L,Spring,Business Casual,159.58,15,5.0,1,77,71,0.09
WC041399,Trousers,Wide-Leg Trousers,Cotton Blend,Black,XL,All Season,Business Casual,39.33,0,0.0,0,3,12,0.08
WC041400,Activewear,Track Pants,Polyester Blend,Black,XS,Autumn,Sporty,41.01,0,0.0,0,64,8,0.07
WC041401,T-Shirts,Basic T-Shirt,Cotton,Black,S,Summer,Casual,26.74,0,4.1,1,44,56,0.11
WC041402,Tops,Crop Top,Cotton,Black,M,Autumn,Bohemian,39.86,25,3.9,1,0,46,0.06
WC041403,T-Shirts,Graphic T-Shirt,Cotton Blend,Black,M,Summer,Casual,18.95,15,4.0,2,29,142,0.12
WC041404,Blouses,Button-Up Blouse,Linen,Navy,S,All Season,Formal,54.52,0,0.0,0,6,6,0.13
WC041405,T-Shirts,V-Neck T-Shirt,Viscose,Beige,M,Summer,Casual,25.35,0,0.0,0,71,3,0.08
WC041406,Activewear,Leggings,Polyester,Blue,S,Spring,Sporty,38.71,0,0.0,0,23,10,0.09
WC041407,Blouses,Wrap Blouse,Cotton,Gray,S,Winter,Formal,68.62,15,4.2,3,15,169,0.11
WC041408,Skirts,Midi Skirt,Polyester,Blue,L,Winter,Formal,41.3,15,0.0,0,33,29,0.1
WC041409,Tops,Crop Top,Cotton Blend,Navy,L,All Season,Casual,24.89,15,5.0,1,61,23,0.1
WC041410,Coats,Long Coat,Cotton,White,L,Winter,Business Casual,103.52,15,3.5,8,15,170,0.11
WC041411,Dresses,Maxi Dress,Polyester,Gray,L,Winter,Formal,151.61,40,4.0,1,43,43,0.1
WC041412,Sweaters,Crewneck Sweater,Wool,White,M,Autumn,Business Casual,75.38,0,4.3,5,41,66,0.08
WC041413,Dresses,Bodycon Dress,Polyester,Pink,M,Autumn,Elegant,46.95,20,3.5,4,98,135,0.12
WC041414,Jeans,Bootcut Jeans,Denim,Yellow,L,Summer,Casual,45.32,0,5.0,9,142,264,0.15
WC041415,Jeans,Bootcut Jeans,Denim,Red,M,Winter,Casual,80.58,25,5.0,3,0,60,0.17
WC041416,Sweaters,Oversized Sweater,Cotton,Pink,XL,Winter,Formal,35.18,50,5.0,163,90,2281,0.06
WC041417,Loungewear,Lounge Set,Polyester Blend,Beige,S,All Season,Casual,42.73,10,4.8,125,31,3844,0.06
WC041418,Activewear,Leggings,Polyester,Pink,XS,All Season,Sporty,78.38,20,5.0,1,92,116,0.08
WC041419,Skirts,Pleated Skirt,Cotton Blend,Beige,L,Autumn,Minimalist,20.07,0,3.1,4,57,63,0.14
WC041420,Blouses,Wrap Blouse,Linen,White,L,All Season,Business Casual,23.19,0,3.9,13,18,609,0.11
WC041421,Jackets,Leather Jacket,Denim,White,S,Autumn,Casual,136.3,5,5.0,3,116,59,0.09
WC041422,Blouses,Peplum Blouse,Cotton,Pink,XS,Winter,Business Casual,45.23,0,4.4,1,281,40,0.08
WC041423,Dresses,Shirt Dress,Cotton Blend,Navy,S,Summer,Business Casual,107.06,20,0.0,0,130,19,0.15
WC041424,Activewear,Track Pants,Polyester,Red,M,Summer,Sporty,52.41,5,0.0,0,0,70,0.06
WC041425,Coats,Long Coat,Wool,Brown,M,Winter,Formal,158.8,0,0.0,0,15,5,0.11
WC041426,T-Shirts,Basic T-Shirt,Cotton,Gray,M,Summer,Casual,28.16,0,4.5,10,19,291,0.09
WC041427,Jackets,Denim Jacket,Denim,White,S,Spring,Streetwear,74.0,30,4.4,1,0,59,0.07
WC041428,Jeans,Bootcut Jeans,Denim,Beige,XS,Spring,Casual,40.75,0,0.0,0,161,4,0.15
WC041429,Loungewear,Sleep Shirt,Polyester,Gray,S,Autumn,Casual,44.2,15,3.9,24,0,384,0.07
WC041430,Tops,Crop Top,Cotton Blend,Gray,M,Spring,Formal,28.95,10,0.0,0,55,31,0.06
WC041431,T-Shirts,V-Neck T-Shirt,Cotton,Blue,XS,Summer,Casual,21.57,0,3.8,41,49,711,0.12
WC041432,Blouses,Wrap Blouse,Polyester,Green,M,Autumn,Business Casual,59.74,0,5.0,21,16,380,0.11
WC041433,Tops,Bodysuit,Cotton Blend,Black,M,Autumn,Minimalist,22.81,15,4.4,26,25,650,0.06
WC041434,Jumpsuits,Evening Jumpsuit,Cotton Blend,Black,M,All Season,Formal,56.97,20,4.1,5,6,70,0.11
WC041435,Skirts,Maxi Skirt,Cotton Blend,Gray,L,Summer,Business Casual,62.06,0,0.0,0,112,7,0.12
WC041436,Loungewear,Sweatpants,Polyester,White,L,Summer,Casual,61.97,20,3.5,54,95,639,0.06
WC041437,Jeans,Skinny Jeans,Denim,Blue,XXL,Winter,Formal,74.9,0,4.4,1,5,20,0.13
WC041438,Trousers,Cargo Pants,Polyester,Red,XXL,Spring,Business Casual,88.7,20,4.2,3,24,46,0.08
WC041439,Dresses,Maxi Dress,Polyester Blend,White,L,All Season,Bohemian,70.79,15,0.0,0,7,14,0.15
WC041440,T-Shirts,V-Neck T-Shirt,Cotton Blend,Black,L,Summer,Casual,21.61,20,3.3,21,84,318,0.14
WC041441,Trousers,Straight Trousers,Cotton,Blue,XL,Spring,Minimalist,84.24,0,0.0,0,0,27,0.1
WC041442,Cardigans,Long Cardigan,Polyester Blend,Pink,S,All Season,Bohemian,58.07,0,3.7,1,20,36,0.1
WC041443,Jackets,Leather Jacket,Denim,White,L,Autumn,Business Casual,72.94,0,4.3,2,58,70,0.12
WC041444,Dresses,Maxi Dress,Polyester,Blue,S,Summer,Casual,60.59,5,3.7,5,80,250,0.14
WC041445,T-Shirts,V-Neck T-Shirt,Cotton Blend,Gray,M,Spring,Casual,15.68,25,4.7,3,12,308,0.12
WC041446,Tops,Long Sleeve Top,Cotton,White,L,All Season,Formal,34.77,0,4.4,33,0,443,0.11
WC041447,Trousers,Tailored Trousers,Cotton,White,XXL,Autumn,Business Casual,67.62,25,4.2,4,0,60,0.06
WC041448,Blouses,Peplum Blouse,Polyester,Red,L,Winter,Minimalist,38.16,0,3.8,9,96,131,0.12
WC041449,Jeans,Skinny Jeans,Denim,Black,L,Winter,Casual,60.36,25,4.5,1,52,22,0.11
WC041450,Dresses,Bodycon Dress,Linen,Blue,M,Summer,Formal,90.82,0,4.1,7,10,158,0.1
WC041451,Blouses,Button-Up Blouse,Cotton,Black,S,All Season,Minimalist,42.9,0,4.0,5,45,136,0.1
WC041452,T-Shirts,Graphic T-Shirt,Cotton,Red,S,Summer,Casual,29.89,25,3.7,2,3,77,0.11
WC041453,Jumpsuits,Utility Jumpsuit,Linen,Black,S,All Season,Minimalist,61.78,30,3.8,18,18,231,0.11
WC041454,T-Shirts,V-Neck T-Shirt,Viscose,Blue,L,All Season,Casual,22.5,0,3.4,8,7,180,0.12
WC041455,Activewear,Leggings,Polyester,White,M,Spring,Sporty,49.35,25,0.0,0,154,3,0.1
WC041456,Skirts,Pleated Skirt,Polyester,Gray,M,Spring,Business Casual,24.45,5,4.8,65,7,1244,0.1
WC041457,Tops,Crop Top,Cotton,Beige,XS,Summer,Formal,38.91,10,3.5,4,157,240,0.11
WC041458,Dresses,Bodycon Dress,Polyester,Navy,L,All Season,Casual,53.04,0,4.4,23,15,532,0.14
WC041459,Skirts,Pleated Skirt,Polyester Blend,Black,L,Winter,Bohemian,30.74,0,4.1,3,46,121,0.13
WC041460,Jumpsuits,Evening Jumpsuit,Linen,Gray,XXL,Summer,Streetwear,73.54,5,5.0,1,21,56,0.11
WC041461,Cardigans,Long Cardigan,Cotton Blend,Blue,M,Autumn,Elegant,55.48,20,4.2,4,8,175,0.07
WC041462,Jumpsuits,Romper,Polyester Blend,Beige,S,Winter,Minimalist,41.51,0,0.0,0,99,6,0.08
WC041463,Loungewear,Sleep Shirt,Linen,Black,S,All Season,Casual,36.08,0,0.0,0,15,46,0.07
WC041464,Skirts,Maxi Skirt,Linen,Black,S,All Season,Elegant,67.19,20,3.4,3,134,38,0.13
WC041465,Skirts,Maxi Skirt,Linen,Red,XL,Summer,Formal,91.59,5,3.9,2,22,105,0.11
WC041466,Tops,Tank Top,Cotton Blend,Red,L,Autumn,Streetwear,40.64,5,4.0,3,46,39,0.09
WC041467,Activewear,Track Pants,Nylon,Gray,M,Summer,Sporty,65.78,40,4.7,10,8,149,0.11
WC041468,Jeans,Straight Jeans,Denim,Red,L,Autumn,Casual,75.4,0,4.5,9,68,106,0.13
WC041469,Tops,Bodysuit,Cotton,Green,L,Spring,Bohemian,38.01,25,0.0,0,4,10,0.09
WC041470,Activewear,Track Pants,Nylon,Black,XXL,Spring,Sporty,24.11,0,3.3,6,8,232,0.18
WC041471,Dresses,Bodycon Dress,Polyester,Gray,M,Winter,Minimalist,95.63,15,5.0,31,122,403,0.1
WC041472,Jeans,Skinny Jeans,Denim,Gray,M,Winter,Business Casual,74.13,0,3.1,5,0,95,0.21
WC041473,Dresses,Maxi Dress,Linen,White,M,Summer,Elegant,42.14,0,0.0,0,67,5,0.15
WC041474,Blouses,Wrap Blouse,Cotton Blend,Gray,M,Spring,Minimalist,38.5,0,0.0,0,36,5,0.12
WC041475,Dresses,Midi Dress,Polyester,Blue,XL,Winter,Streetwear,54.04,0,4.5,11,10,124,0.16
WC041476,Dresses,Wrap Dress,Polyester Blend,Gray,M,All Season,Elegant,155.0,10,0.0,0,0,3,0.14
WC041477,T-Shirts,Graphic T-Shirt,Cotton Blend,Blue,S,Summer,Casual,30.73,0,0.0,0,8,9,0.12
WC041478,Dresses,Bodycon Dress,Polyester,Green,XL,Winter,Casual,71.6,5,4.8,2,1,116,0.11
WC041479,Dresses,Maxi Dress,Polyester,Black,L,Summer,Business Casual,35.29,10,3.6,2,41,60,0.14
WC041480,Sets,Skirt Set,Polyester,Black,L,Spring,Bohemian,65.16,20,3.3,4,9,55,0.14
WC041481,Cardigans,Button-up Cardigan,Linen,Blue,L,All Season,Streetwear,78.0,0,3.4,16,83,182,0.13
WC041482,Loungewear,Lounge Set,Cotton,Blue,L,Autumn,Casual,52.14,15,4.7,1,92,56,0.12
WC041483,Jumpsuits,Romper,Cotton Blend,Navy,M,All Season,Business Casual,58.86,0,4.3,2,1,83,0.08
WC041484,Skirts,Maxi Skirt,Polyester,Blue,XL,Autumn,Elegant,46.56,0,4.4,3,105,72,0.08
WC041485,Dresses,Mini Dress,Polyester,Gray,L,All Season,Business Casual,113.89,0,0.0,0,56,4,0.17
WC041486,Dresses,Wrap Dress,Polyester,White,M,Winter,Business Casual,123.28,0,4.5,3,3,47,0.12
WC041487,Dresses,Bodycon Dress,Polyester,Blue,M,Spring,Bohemian,40.31,20,5.0,3,65,34,0.16
WC041488,Skirts,Pleated Skirt,Linen,Beige,XL,Summer,Elegant,71.16,0,4.2,4,104,78,0.12
WC041489,Skirts,Pleated Skirt,Cotton Blend,Black,S,Summer,Business Casual,37.38,0,4.8,14,3,188,0.08
WC041490,Tops,Bodysuit,Viscose,Red,S,Spring,Casual,26.71,5,0.0,0,22,7,0.08
WC041491,Sweaters,Turtleneck,Wool,Black,L,Autumn,Business Casual,84.94,0,4.4,2,9,31,0.07
WC041492,Blouses,Peplum Blouse,Cotton Blend,White,M,Summer,Minimalist,39.13,15,4.9,13,12,220,0.07
WC041493,Jumpsuits,Utility Jumpsuit,Cotton,Gray,S,Winter,Minimalist,64.54,0,3.8,21,54,229,0.08
WC041494,Trousers,Wide-Leg Trousers,Cotton Blend,Green,S,All Season,Business Casual,75.36,25,0.0,0,44,27,0.1
WC041495,T-Shirts,V-Neck T-Shirt,Viscose,White,XL,All Season,Casual,18.05,0,0.0,0,22,39,0.1
WC041496,Jeans,Wide-Leg Jeans,Denim,Gray,XL,Spring,Streetwear,38.49,50,3.2,1,37,39,0.17
WC041497,Jeans,Skinny Jeans,Denim,White,M,All Season,Bohemian,45.26,0,0.0,0,57,16,0.12
WC041498,Jackets,Denim Jacket,Denim,Navy,M,All Season,Casual,134.14,15,0.0,0,56,5,0.09
WC041499,Skirts,Midi Skirt,Cotton,Yellow,XL,All Season,Streetwear,53.79,10,3.5,3,48,69,0.11
WC041500,Trousers,Cargo Pants,Polyester,Black,M,Autumn,Business Casual,42.25,0,4.0,2,25,30,0.09
WC041501,Tops,Long Sleeve Top,Cotton,Black,S,Winter,Streetwear,44.89,0,0.0,0,36,8,0.06
WC041502,Trousers,Tailored Trousers,Polyester,Black,XS,Autumn,Formal,83.44,25,0.0,0,35,3,0.1
WC041503,T-Shirts,Basic T-Shirt,Viscose,Brown,M,Spring,Casual,29.01,25,4.0,4,141,68,0.09
WC041504,Sets,Skirt Set,Viscose,Beige,L,All Season,Minimalist,68.15,0,3.9,37,10,582,0.06
WC041505,Jackets,Bomber Jacket,Leather,Blue,L,All Season,Casual,164.0,0,0.0,0,13,9,0.06
WC041506,Jackets,Denim Jacket,Denim,White,L,Autumn,Streetwear,45.38,0,0.0,0,24,22,0.06
WC041507,Loungewear,Sweatpants,Cotton Blend,Gray,L,Summer,Casual,47.61,20,5.0,1,5,21,0.1
WC041508,Dresses,Wrap Dress,Polyester,Purple,M,Spring,Streetwear,124.08,0,3.8,10,17,381,0.15
WC041509,Coats,Trench Coat,Wool,Pink,M,Autumn,Casual,89.36,5,3.0,1,12,15,0.13
WC041510,Activewear,Sports Bra,Polyester,Brown,M,All Season,Sporty,67.21,0,3.5,10,15,116,0.06
WC041511,Skirts,Maxi Skirt,Polyester,Black,L,Summer,Minimalist,22.78,15,4.0,4,17,51,0.11
WC041512,Sets,Matching Suit,Cotton,Brown,M,Autumn,Streetwear,36.22,0,4.0,18,15,231,0.13
WC041513,Trousers,Cargo Pants,Cotton,Beige,L,All Season,Formal,90.54,0,0.0,0,35,15,0.1
WC041514,Activewear,Track Pants,Nylon,Navy,L,Winter,Sporty,37.88,5,3.4,26,12,409,0.16
WC041515,Activewear,Sports Bra,Polyester Blend,Navy,M,Summer,Sporty,33.57,30,3.7,1,64,22,0.09
WC041516,Coats,Wool Coat,Wool,Navy,M,Winter,Elegant,169.23,5,4.4,2,27,66,0.1
WC041517,Skirts,Mini Skirt,Polyester Blend,Gray,XS,Spring,Business Casual,39.44,20,0.0,0,80,10,0.07
WC041518,Jeans,Bootcut Jeans,Denim,Pink,L,All Season,Business Casual,71.03,0,4.6,16,89,356,0.15
WC041519,Jumpsuits,Utility Jumpsuit,Cotton Blend,Pink,L,Summer,Streetwear,84.78,0,4.1,6,38,166,0.07
WC041520,Tops,Long Sleeve Top,Cotton,Black,S,Autumn,Casual,16.68,10,4.7,14,71,223,0.09
WC041521,T-Shirts,Graphic T-Shirt,Cotton Blend,Pink,L,Summer,Casual,32.04,0,3.8,1,0,32,0.13
WC041522,Activewear,Track Pants,Nylon,Green,L,Autumn,Sporty,67.69,10,4.3,8,19,117,0.11
WC041523,Sweaters,Oversized Sweater,Wool,Navy,L,Autumn,Elegant,54.62,20,5.0,1,151,92,0.12
WC041524,Coats,Puffer Coat,Wool,White,XL,Winter,Business Casual,69.17,5,0.0,0,113,31,0.1
WC041525,Skirts,Mini Skirt,Cotton,Gray,L,Autumn,Minimalist,48.72,0,0.0,0,29,13,0.07
WC041526,T-Shirts,Graphic T-Shirt,Cotton Blend,Pink,M,All Season,Casual,31.66,0,4.9,1,5,27,0.12
WC041527,Jackets,Denim Jacket,Denim,Black,S,Spring,Business Casual,67.13,20,4.4,41,28,799,0.07
WC041528,Skirts,Mini Skirt,Cotton Blend,Beige,M,Autumn,Formal,60.75,50,0.0,0,17,15,0.08
WC041529,Tops,Tank Top,Cotton,Navy,M,Spring,Streetwear,29.2,0,4.2,6,41,120,0.09
WC041530,Coats,Wool Coat,Wool,Black,XXL,Autumn,Business Casual,172.22,10,4.3,10,51,207,0.08
WC041531,Dresses,Maxi Dress,Cotton,Gray,L,Winter,Business Casual,82.78,0,3.4,83,42,1072,0.18
WC041532,Dresses,Maxi Dress,Polyester Blend,Blue,XL,All Season,Bohemian,107.9,5,4.7,2,9,38,0.12
WC041533,Activewear,Track Pants,Nylon,Navy,L,All Season,Sporty,56.93,0,3.8,11,8,396,0.07
